headline,paragraphs,category,url 
"Bobrisky birthday cake, pictures and oda tins wey make pipo dey yan about im 30th birth anniversary","Nigerian popular cross dresser, Bobrisky wey im real name na Idris Okuneye celebrate im 30th birthday on di last day of August, 2021. Although im bin announce say di birthday party go hold for Dubai, tori be say im run am for Lagos Nigeria on Tuesday. Di cross dresser, bin announce say im spend up to half a billion on top her birthday. Im bin start to share invitation from di beginning of August. Di last time Bob do birthday for Lagos for 2019, police shut am down sake of say e disturb public peace. Dis year event however bin go smoothly. E host celebrities dem wey include actresses like Mercy Aigbe and Eniola Badmus, former BBNaija winner, Mercy Eke among odas. Most surprising of all, na when King Wasiu Ayinde Marshal aka Kwam 1 bin come sing for di celebration. Nigerians dey divide on top how dem feel on di birthday wey di celebrant call ""luxury"" birthday celebration. One of dem hala say no be say Nigerians dey homophobic, na just poverty dey bring out values. While anoda pesin hala say we don leave our values behind sake of money. No clear law dey against cross-dressing for Nigeria. Although Nigeria constitution no get any clear law against cross-dressing, homosexuality or same sex marriage and promotion fit land pesin for up to 14 years for prison according to di Same-Sex Marriage (Prohibition) Act. Also, Nigeria na kontri wey dey somehow conservative, where most pipo still dey frown on tins dem feel say no follow di norm of wetin dem feel say man suppose do and woman suppose do. For instance for 2019, wen Bobrisky bin celebrate her 28th birthday wen police shut am down. Although police no give official reason to shut down di party, tori start to dey fly upandan say na because she dey promot gay rights for di kontri. Apart from that, di rise of Bobrisky from 2016/17 don create some kain of industry for oda influencers to dig into that kain content, most popular in recent times na James Brown wey dey call imself ""Princess of Africa"". Although some transgender rights activists for di kontri like Miss Sahara don try to distance Bobrisky from di LBTQI movement say she dey make mockery of am. Pipo begin reason Bobrisky for 2016 for Nigeria just as snapchat start to become popular for di kontri, she begin trend sake of her cross-dressing. To capitalize on di move, Bob bin enta Snapchat with Premium wey im bin dey charge Nigerians N10,000 to view di platform. Since den, she don dey in di middle of a lot of controversy wey include di recent one with im former bestie, ogbonge actress Tonto Dikeh. Bob don also cause controversy with all di claims of plastic surgeries to to become woman as well as, all di advice im dey give young women about how to meet rich men dem. Bobrisky don also rise to become one of di biggest Instagram influencers for Nigeria with four million subscribers.",ENTERTAINMENT,https://www.bbc.com/pidgin/tori-58406377
"Tega and Boma: BBNaija housemates 'alleged' kissing video, relationship plus how pipo react","Big brother Naija housemates Boma and Tega don become close for di big brother 'shine ya eye reality show sotey dis don tok-tok for social media. Tega wey come from Akwa Ibom state na married woman wey bin introduce herself as pesin wey get personality of water and fire. While Boma wey be 34-years-old mixologist, model and former footballer too bin don marry before. Early on for di show, Tega begin make pipo notice her afta one truth or dare game wey she allow fellow housemate Saga to see and 'suck' her nipple. Recently, na her closeness for di house with fellow housemate Boma, especially becos of marital status dey make both of dem trend. Dis week, one video begin trend online wey show Boma and Tega dem ontop bed dey kiss.  Di video go viral and spark a lot of reactions. Inside di video, Boma and Tega sleep ontop bed. Dem near each oda before dem bin kiss. While some Nigerians believe say dis one no suppose be sake of her status, odas say she just dey catch cruise and play her game. Di first time Tega begin trend say she allow anoda man 'see' her breast for di show, her husband bin come out to defend her. Tega husband bin post ontop im Instagram page @ajmoney001 where e ask di viewers ""to stay tuned for more content"" as e add say im wife na actress. According to am, Tega go still do more for di house. Im post read: ""My wife na actress. If dat na movie scene, she go still do more. On Tuesday, afta video of Tega and Boma kiss bin go viral, reports say her husband post some messages again ontop Instagram. ""First of all, I love my wife so much. However, I go like to state say our marriage no dey perfect just like many oda marriages out there. We be two imperfect pipo. Di past 24 hours don be hell for us as a family,"" Tega husband took.  ""I don wrong my wife in so many ways but cheating on her na wetin break di bond wey we get as a couple. Before you judge me, please note say I no dey perfect. I no be di best husband as you all tink I dey.""  I bin cheat on my wife in our matrimonial home. I no dey proud of dis. Dis mistake don cause so much damage in our marriage to di extent of her threatening to leave our once happy home. ""In my own little way, I don try to make amends for everything I don do wrong. I don try to support her dreams, to campaign and defend her and also to be a better man. But all these, I do am in her absence. 'She no deserve me. She deserve her happiness and peace of mind. And if she dey do or saying anything to spite me, na because I deserve am."" ""I dey sorry babe for not being di man you want me to be for you. I dey sorry for everything. I be just a man wey don make mistake and hope you forgive me. I love my wife and go give her all di support she need."" ""Even if she no forgive me, I want di best for her because she don be nothing but di best woman for my life. God bless you all for your prayers and support."" Di message bin read. As at di time of filing dis report, dat message don delete. Meanwhile, On Tuesday, report come out say Boma open up about how e feel about Tega during di live show. During im conversation with Jaypaul, e confess say e like Tega and e also tok about some of her virtues, and how like-minded two of dem be.",ENTERTAINMENT,https://www.bbc.com/pidgin/tori-58407313
BBNaija eviction: Big Brother organisers say Sunday go see housemates dey evicted on a 'king size' scale - See wetin e fit mean mean,"Organizers of di Big Brother Naija 'Shine Ya Eye' reality TV show don tok say dis Sunday live eviction go be 'King-size Eviction'. Di organizers reveal dis one for dia social media platform as fans dey ginger to see who go leave di house on Sunday. Some fans and viewers of Big Brother Naija 'Shine Ya Eye' reality TV show fit no dey surprise to hear King-size eviction. Dis na because all di housemates dey up for possible eviction on Sunday except, Jackie B and Jay Paul wey be di Heads of House. Jakie B and Jaypaul win oda housemates on Monday to find di most keys and finish dia task for di weekly Head of House game on 30 August wey biggie introduce with a twist. Dis week HOH game bin come wit a twist as Biggie announce earlier say dem go get two winners and e tag am 'The double Heads of House'. So in total, na 15 housemates dey up for up for di possible eviction on Sunday and dem be; Tega, Saga, Saskay, Emmanuel, Peace, Boma, Nini, Michael, Cross, Angel, WhiteMoney, Liquorose, Pere, Queen and Yousef. Just as di name 'king-size' imply, e be like say na plenti housemates go leave on Sunday, although we no know how many as di organizers no tok di number. But last week Sunday, three housemates - Maria, Sammie and JMK chop eviction for a triple eviction show. So if biggie dey tok about king-size eviction next, e fit mean say more dan three housemates dey go home on Sunday be dat. Some social media users wey comment under di 'kingsize eviction' announcement wey big brother Naija organizers post, want make Boma, Nini, Peace, Saga and Tega comot. One user, Oluwademilade Eniola Gbolahan tok say;  ""Whatever size e be weda King or Queen size. Please for di sake of humanity and mankind, do everything possible to oust Boma, Nini, Peace, Saga and di Aunty Tega of our time out of dat house tomorrow. We no get choice with Jackie B, we fit wait for am wait till next week."" Anoda pesin, Felicia Bukola say ""...those wey fit leave on Sunday na Tega, Boma, Saga, Nini, Peace and Michael. Odas say; ""Mr Ebuka, Dis is big brother, Evict saga, Boma and any oda pesin of ur choice, Or else na half money u go collect oo. Thank u"" ""My predictions na Saga, Nini, Boma,Tega and Peace..if dem dey up to six? Then sorry Michael ,you go leave..."" ""Big brother l know say you go evict Nini and Saga same day, but please Can you evict Nini first l wan to see Saga running after Nini Shouting Nini please wait for me."" ""Whatever size e wan be...Boma, Tega, Nini and peace should leave di big brothers house. I want to see saga wail in loneliness""",ENTERTAINMENT,https://www.bbc.com/pidgin/tori-58446211
Jim Iyke and Uche Maduagwu: Actor Uche Maduagwu challenge Jim Iyke a week afta dia fight,"E be like sey pipo never see di last of di gbas-gbos between Nollywood actors Uche Maduagwu and Jim Iyke. Dis na as Maduagwu still dey demand explanation about di source of wealth of Jim Iyke. Less dan one week ago Iyke bin go challenge Maduagwu for im office -  on August 24, one viral video show wen Iyke confront Maduagwu face to face. Since dat incident happen e show sey di controversial actor no forget di matter. Six days afta, Maduagwu go one Lagos Cinema go challenge Jim Iyke again about im source of wealth. Di cinema na wia Iyke just premier im new movie ""Bad Comment"". Di movie na about social media abuse. ""Wia you see N100million wey you use produce di movie"", na question wey Maduagwu throw give Jim Iyke. Di actor pose di challenge on top Instagram wit video. ""I come di cinema because dem talk say you go come dia today but Jim run when e hear say Uche dey around.  Person spend 100 million naira for one movie; which kain work e dey dey do. ""You come my office, you come beat me up. I dey here, check me out. I dey here, I dey here.  ""Dem tell me sey you go come here today Jim Iyke. Dis feem cost N100m; N100m nah im you take do do dis feem. Wia you get your money? How did you get di money? For dis latest gbas-gbos some pipo dey feel say Uche dey prank pipo. But dat na wetin BBC Pidgin never fit verify at di time of dis report. On August 24, one viral video show wen Iyke confront Maduagwu face to face. Di confrontation na over one comments wey Maduagwu make about Iyke on social media.  From di video, e show say Iyke manage to trace Maduagwu to e location. Dis na afta Maduagwu question di source of Jim Iyke wealth for one of e post for Instagram. But dis no be di first time wey Uche Maduagwu dey drag celebrities out for social media.  Uche Maduagwu dey known for speaking on controversial issues and dis don make some pipo like and dislike am. E also dey know as di 'Red bra guy' sake of im signature red bra. For im Instagram page wey dey verify with more than 90k followers, Uche write for e bio say; E be Actor, Content Creator, Singer, Brand Influencer and Comedian. Dem born Uche Maduagwu for Amambra, South-East Nigeria according to infomate from multiple sources. But di actor no ever don post pictures of im parent or siblings for social media. Even though Uche don get di celebrity status sake of di controversial issues wey e dey chook mouth, e still keep e private life away from social media.  Pipo no know if e don marry, who e dey date or if e get children. During one interview with LITV for 2017, Uche Maduagwu tok say e start im career as a singer wen dem ask am wetin make am go into acting. E say im feel say starting as singer go make am popular but God get better plan for am.",ENTERTAINMENT,https://www.bbc.com/pidgin/sport-58398597
Nedu Wazobia: Comedian Nedu reveal DNA result of son afta ex-wife accuse am of domestic violence,"E be like say couple gbasgbos be di hotcake ontop Nigeria social media space dis weekend as anoda celeb couple don bring dia mata enta Instagram just few days afta di Idibia family mata. Dis time, na popular comedian and broadcaster Ani Chinedu Emmanuel wey plenti pipo sabi as Nedu marriage to im ex wife Uzoamaka Ohiri mata dey trend ontop social media. Tori be say, di ex wife Uzoamaka on Friday night for her Instagram story bin drag di broadcaster and accuse am of domestic violence, but Nedu don deny her claims. Uzoamaka inside series of posts accuse say Nedu bin beat am weeks afta she born dia son thru operation. 'I don ready now, make we take care of di girls, leave my son out of dis... Una rememba dis picture? You beat beat me up while your mama carry my new pikin afta 2 weeks of operation' she tok. Nedu for im own response to di allegation of abuse for one long Instagram post tok say Uzoamaka dey lie and if anybody won tok of abuse na im (Nedu) suppose tok am. E further claim say police dem don already investigate di mata wen dem bin try end dia marriage. ''On di allegations of domestic violence, dem don investigate dis mata twice, one for police station wey dey Ajah and anoda by competent court of law during di dissolution of our marriage'' ''Both times, dem clear me of all allegations and I gat receipts to back am up.'' e tok. Di broadcaster no come end dia, e further tok say e bin carry dia 3 pikins go do paternity tests and result show say dia first son no be im biological pikin, di allegation wey di ex-wife later confirm for her post. ''Our marriage bin dey plagued wit a lot of issues. One of which be continuous infidelity from her side wey make me go do paternity test for our pikins and wey im test reveal say our first son no be my biological pikin, even though we born am wen we bin dey married.'' Uzoamaka post her response to di DNA certificate wey Nedu share for her Instagram page and say e no longer dey secret. Nedu and Uzoamaka marry for 2013 and born 3 pikins, 2 girls and one son. E no dey clear di year wey dem divorce. Who be Nedu Ani Chinedu Emmanuel alias Nedu na popular On-Air-Personality, broadcast journalist, comedian and skit maker. Dem born am for Kaduna state and study accountancy for Madonna University, Anambra state. E dey popular for im different characters wey include Alhaji Musa, Sister Nkechi , EndTime Landlord and Officer Jato.",ENTERTAINMENT,https://www.bbc.com/pidgin/tori-58449266
Angel and Boma fight BBNaija S6: Big Brother Naija Housemates Boma rain insult on Angel,"Big Brother Naija housemates Boma and Angel shake di house wit fight on Thursday evening. Sotey Angel comot wig, follow Boma like she wan beat am but oda housemates bin hold am.  Dem two throw big insults at each other wit big abusive words wey dey fly upandan. Dis no be di first time wey Angel and Boma don cross each other lane. Angel say Boma dey manipulative and she no care if she dey disqualified but she no go take insults from am. Boma bin accuse di 21 year old say she tell Queen say im -Boma- na kiss and tell, na wetin make Angel para. Angel deny di accuse, say di tok dey come out of nowhere. ""He dey call us children, wen I tok dat one""- Angel tok Boma insult Angel family members and also tok say di platform na her biggest achievement. Angel later respond say Boma na 34-year-old  wey dey on di sam platform wit her and she warn am make she no bully her for di house. She also warn am make im no bring her family members, into di conversation again and say im be fake okra- e no dey clear wetin she mean by dis though- in di spirit of insult. Angel accuse Boma say im dey look for highlights for di game.",ENTERTAINMENT,https://www.bbc.com/pidgin/tori-58425981
Alexx Ekubo breakup: Fancy Acholonu delete wedding engagement call-off post on Instagram,"Alexx Ekubo breakup wit Fancy Acholonu don take anoda twist. Di Nollywood actor ex-fiancee don delete di post wey call-off dia wedding engagement. Fancy Acholonu earlier confam to her fans and di public say her engagement and upcoming wedding with Alexx Ekubo don end. Di now deleted post on Alexx fiancee Intagram page read: ""Hey guys, I dey write to info you all officially say I don end my relationship, engagement and I don call off di wedding with Alexx Ekubo."" ""I know say dis fit shock many pipo. I make di best decision for myself, because e dey important say everyone find dia happiness and live in dia truth. "" ""At dis time, my family and I ask you all to please respect our privacy . Thank you so much!"" Fancy post for her Instagram handle. E no dey clear as at Saturday morning why di post disappear for her verified page. See screen grab of di deleted post: Alexx Ekubo bin announce im engagement with e fiancé for e Instagram account on May 3, 2021. Her full name na Chigozie Fancy Acholonu and tori be say na for Los Angeles, United States dem born am. Her parents na Nigerians from di Igbo tribe and even though dem raise her for Nigeria, she do her tertiary education abroad. She graduate from Los Angeles City College wia she gain BSc. for Business Administration and Management for 2012. Acholonu biography ontop Instagram show say she bi oga of three companies, of which one of dem dey sell luxury jewellery.  Like her fiancé Alexx, she sef na actress and model. Di Nollywood actor announce on Monday May 10 say both di traditional and white wedding go hold for November of dis year. Di wedding wey dem nickname, Falexx Forever, go hold for Imo state. Alex Ekubo traditional marriage go hold on November 20, 2021. And di Church wedding between di actor and im fiancee Fancy Acholonu go happun on November 27, 2021.",ENTERTAINMENT,https://www.bbc.com/pidgin/world-58366857
"Alexx Ekubo break up: Fancy Acholonu confam end of relationship wit Nollywood actor, call off wedding","Fancy Acholonu don confam di end of her relationship and engagement with Nigerian actor, Alexx Ekubo. She reveal dis one for inside her Instagram page say she don end di relationship, engagement and don call off di wedding with di Nolly wood star. She tok for di statement say ""she make di best decision for me because e dey very important say make everybodi find happiness and live for dia truth"". Dis na as rumours bin spread for inside social media say dia relationship packup. Dis na as social media investigators notice say di couple no dey follow each oda again.  Alexx neva tok anytin ontop di mata and Fancy pictures and dia engagement, everitin still dey for im Instagram. Howeva dem don deactivate dia couple account wey dem call ""Falexxforever"". Di couple bin announce dia engagement for May, 2021 and dem suppose marry for November dis year. Social media pipo don begin chook mouth for inside di mata, dem even dey guess wetin cause breakup. Pesin tok say na because dem carry dia relationship enta social media, na im make ""two seconds everything don scata"". While oda pipo say dia break up pain dem, odas dey happy say Alexx don enta back inside market as single guy.",ENTERTAINMENT,https://www.bbc.com/pidgin/tori-58350442
"Maria BBNaija eviction: Pere, Liquorose, Queen & Michael reactions afta di Big Brother Naija housemate dey evicted","As Big Brother Naija season 6 cross halfway, viewers don already say bye-bye to some housemates.  Di housemates don already spend five weeks out of di 10 weeks wey di show suppose run for inside Biggie house.  On Sunday eviction, JMK, Sammie and Marie leave di house afta dem get di least amount of votes from di public.  Out of di three housemates wey leave di house na Maria eviction 'choke' housemates and fans pass.  Maria and five oda housemates wey be Sammie, Cross, Queen, Pere and JMK na di pipo wey di house bin put up for possible eviction. Di viewers save Cross, Pere and Queen.  Dia decision shock viewers and housemates yesterday as di public save queen and evict Maria. Based on say dem bin see Maria as one of di strong housemates dis season.  Some even bin see her for di top five, sake of wetin she don do since di show start. Even though she and Pere bin enta di house as wild cards.  Wildcards na fake housemates wey Biggie introduce dis season for di show as twist but di house fail to identify dem, so dem remain to compete for di ultimate prize.  Some viewers and housemates dey reason say Maria eviction na fake. But di truth be say no be fake eviction, her time for di show don end. For Queen, she dance and thank Nigeria and Africa for saving her. She say dey grateful, she add say she shock say dem save her. ""Right now my confidence dey ova 100."" She tok. Meanwhile Maria eviction hit Pere wey bin dey very close to her for di house. E cry afta she leave di house as im fellow housemates dey console am Up until Monday morning, during dia workout session for arena im still neva get himself . Na only am sidon ontop bench as e look like im still dem tink about last night eviction.  Michael and Liquorose na di oda housemates wey Maria eviction affect.  For Michael, wen Angel go meet am for room, im bin dey cry. “I dey shocked, confused for dis house. I know say na game but I know no why I care dis much. E tok. “I no know say e go dey dis hard,” Michael add put.  Liquorose wey she and Maria dem call themselves besties inside di house cry wella for her friend. As Whitemoney, Emmanuel and oda housemates bin dey console her. Well as e be say she be one of di popular housemates dis season, many of di viewers chook mouth inside her matter.  Andre Osose Ayomide Ojeabulu write say :“Make she getat. She dey form too much no respect for anybody.”  For Sheyin Adamson: “Di eviction be like Shine ya eye.”  Meanwhile Kassandra John say: “Her eviction shock me just like her different accent shock me.”  While Doreen Ihedioha Osuala say: “Na audio fans she get. Na only noise dem sabi make dem no dey vote."" Maria na di ninth housemate to chop eviction dis season for di show wey start for July. Na only 17 pipo remain to compete for di grand prize of N90 million naira worth of prizes.",ENTERTAINMENT,https://www.bbc.com/pidgin/tori-58383285
Mercy Johnson wedding anniversary wit Prince Okojie inside fotos on social media,"Mercy Johnson and her husband Prince Okojie 10th wedding anniversary tortori many pipo. Despite di many stories of celebs wey dey divorce or even cancel engagement, dis Nollywood actress keep her home-front kampe. On Friday Mercy Johnson beautiful fotos of her family ontop her verified Facebook page to mark dia special day. ""What more can I ask for Lord, You don do me well Jesus....Happy Wedding Anniversary to us...."" ""10 years of grace, love, forgiveness, understanding, sacrifice, tolerance, patience, respect and friendship."" Na so di 37-year-old Nollywood actress write for her social media page. Nollywood actress, Mercy Johnson Okojie and her husband, Prince Okojie, on Friday celebrater 10th year of marriage with beautiful photos. Di celebrity cook also share beautiful fotos of dia four children. ""I love you without question Odi; unconditionally. I go waka dis road with you over and over again. Happy Wedding Anniversary to us."" Na di words Mercy Johnson take celebrate her husband. You fit also like dis video of Mercy Johnson:",ENTERTAINMENT,https://www.bbc.com/pidgin/tori-58366855
"BBNaija Liquorose and Emmanuel kiss, Jackie B, Michael mata plus oda highlights from Big Brother Naija di Saturday night party","Kisses, surprise, groove, quarrel, vibes and plenty ginger na im di 'Shine Ya Eye' Big Brother Naija housemates carry come di Saturday night party wey hold on August 28th. Di theme for di party according to Big Brother na 'Old School' and di housemates no carry last as dem slay wit wigs, afros and correct old school clothes wey carry audience go back di 70's. All di housemates bin get di time of dia life on top di dance floor during di party, e even reach point wen Angel and JMK gatz comot wigs.  One of di interesting things wey happun afta di Saturday night party na di kiss between Emmanuel and Liquorose. Di kiss wey be like say e last for eternity make di oda housemates say make dem go inside, even as e sweet EmmaRose dia shippers dem for belle. Liquorose and Emmanuel na one of di couples fans get their eyes on for di house weda dia relationship go tight or not and dis na di first time dem display public affection like dis for di house. No be only Emmanuel and Liquorose kiss. Angel also kiss Yousef. But their own no get strings attached as Angel just be Angel. Di housemates bring correct energy come di dance floor, as e be like say everybody get a good time.  Even Maria and Pere wey bin be like say dem dey give each oda space find time to dance together. Meanwhile Saga and Nini glue to each oda and dance with each oda almost throughout di party. Towards di end of di party, Jackie B and Micheal bin get some argument. Towards di end of di party, Jackie B and Micheal bin get some argument. In fact, Michael no be in sef for di party and e later open up to Peace say im no understand di attitude from Jackie B. Meanwhile on her own part, Jackie B open up to Emmanuel say Michael dey rush her but she just want to take things one step at a time. Di Saturday night party dey always come one day before eviction and dis week six housemates dey up for possible eviction. Di housemates wey fit leave di show include Pere, Cross, Queen, Maria, JMK and Sammie. Head of house Liquorose save Peace wey bin dey nominated come replace her wit Cross wey bin no dey nominated.",ENTERTAINMENT,https://www.bbc.com/pidgin/tori-58374513
"BBNaija evictions today: Maria, JMK, Sammie evicted from Shine Ya Eyes Big Brother Naija","Maria, JMK and Sammie chop eviction from Shine Ya Eyes Big Brother Naija House on Sunday. Di housemates wey bin follow Maria, Jumoke [JMK] and Sammie collect eviction nomination include Pere, Cross and Queen . Head of house Liquorose save Peace wey bin dey nominated come replace her wit Cross wey bin no dey nominated. Jumoke Adedoyin [JMK] only join di TV reality show three weeks ago on 8 August, 2021. Di 23-year-old law graduate JMK bin dey ready to spice things up in di House by being di life of di party.  She grow up for Ilorin Kwara State and bin hop say pipo go love her because she bring positive energy and mak pipo happy.  Maria Nkechinyere na 29-year-old from Imo State wey say she be lovely pesin and promise to entertain. Maria serve as Head of House at some point for di house. She be realtor wet dey sell houses for Dubai. After di show, she say she go try venture into business for Nigeria.  Maria dey single and hope to explore dating opportunities for di house. 26-year-old amateur filmmaker Sammie admit say im no dey above fighting for food inside Big Brother Naija House. Sammie gree say yes na because im love food so much.",ENTERTAINMENT,https://www.bbc.com/pidgin/tori-58366860
Rachel Oniga burial: Nollywood actress Rachael Oniga funeral photos,"Nollywood actress, Rachael Oniga begin her final journey out of mother-earth on Friday. Families, friends and colleague of di late actress gada for Magodo, Lagos Nigeria for her burial ceremony. Di burial arrangement for di veteran Nollywood veteran bin start on Monday with symposium. Na coalition of non-governmental organisations and friends of di actress organised am. On Thursday August 26, dem do service of songs for di Catholic Church of Resurrection, Magodo phase 2 Lagos. Friday lying-in-state for di same venue, go follow di requiem mass and di burial later. Dis be according to one statement wey di family bring out. Na immediate family members go attend di interment, according to di statement. While di reception of guests hold for di Grandeur events centre inside Oregun, Ikeja inside Nigeria commercial capital. Tears and emotions boku during Rachel Oniga burial. Here na oda photos of how di events waka; Rachael Oniga die on Friday 30th of July for di age of 64 from heart related issues;  Dat na one sickness wey she battle with for a short period before she die. Rachel Oniga na one of di ogbonge actress wey follow raise di profile of Nollywood feems from di late 90s. Oniga don act inside more than 100 feems both in her kontri and internationally. Her feem credits include di 2018 hit feem 'Chief Daddy' wey Akindele-Bello and Kate Henshaw-Nuttal follow act inside. Dem born Rachel Tabuno Oniga on 23 May 1957 for Lagos although she bin hail from Delta State, Nigeria. She begin her acting career for 1993, and small time afta feature inside 'Sango' wey bi feem about di Yoruba deity god of lightning. But many Nigerians go sabi am for her role inside long-term television show 'Super Story'.",ENTERTAINMENT,https://www.bbc.com/pidgin/tori-58352982
Uche Maduagwu Biography: Nollywood actor Uche Maduagwu wey some dey call Red Bra guy,"Uche Maduagwu wey be Nollywood actor na one social media sensation with strong and exciting character. Maduagwu don cause serious tok-tok for Nigerian social media platforms following im latest gbas gbos wit Nollywood actor Jim Iyke. On August 24, one viral video show wen Iyke confront Maduagwu face to face. Di confrontation na over one comments wey Maduagwu make about Iyke on social media.  From di video, e show say Iyke manage to trace Maduagwu to e location. Dis na afta Maduagwu question di source of Jim Iyke wealth for one of e post for Instagram. But dis no be di first time wey Uche Maduagwu dey drag celebrities out for social media.  We know say you dey wonder like many odas too wey dey reason; Who be Uche Maduagwu? Kack make BBC Pidgin share some informate to help you sabi who be Maduagwu and di controversies wey don surround am. Uche Maduagwu dey known for speaking on controversial issues and dis don make some pipo like and dislike am. E also dey know as di 'Red bra guy' sake of im signature red bra. For im Instagram page wey dey verify with more than 90k followers, Uche write for e bio say; E be Actor, Content Creator, Singer, Brand Influencer and Comedian. Dem born Uche Maduagwu for Amambra, South-East Nigeria according to infomate from multiple sources. But di actor no ever don post pictures of im parent or siblings for social media. Even though Uche don get di celebrity status sake of di controversial issues wey e dey chook mouth, e still keep e private life away from social media.  Pipo no know if e don marry, who e dey date or if e get children. During one interview with LITV for 2017, Uche Maduagwu tok say e start im career as a singer wen dem ask am wetin make am go into acting. E say im feel say starting as singer go make am popular but God get better plan for am. Being Gay and not Gay Maduagwu become controversial for talking about celebrities, clergymen and politicians on Instagram.  E no dey waste time to express im opinions about di lifestyle or action of certain public figures. For January 2021, di actor declare for im Instagram handle say e be gay and add say pipo need to show respect to oda pipo choices. With dis im announcement couple with photo of am wearing 'Red bra' e come dey know with im signature red bra sotey one time during mothers day celebration, e do video say make pipo no insult e bra. ""I no dey happy because I don dey hear so many things, my manager tell me say some of my fans dey insult my bra. Ejor! make una stop am, you can insult me but make una leave my red bra alone..."" But later dis year around April, Uche Maduagwu shock and surprise im fans wen e announce say e lie about imself being gay. Maduagwu post for im official Instagram account to announce to im fans and Nigerians say e lie about e gay status oh! ""Dear fans I no be gay. I lost movie roles endorsement and my girlfriend, fighting for Lesbian, Gay, Bisexual and Transgender (LGBT) in Nigeria.""  Uche Maduagwu write. ""Omg! Even my girlfriend leave me upon knowing say I dey fight for LGBT right inside Naija but I no regret using my celebrity status to fight for dis beautiful community.""  Gift of prophesying  Uche Maduagwu tok during di interview with LITV say e get di gift to dey prophesy wetin wan happun; ""whenever I say things e dey happun, I fit just look you now and say things."" Then for di interview, e say actress Ini Edo go give birth to twins di next year, anoda actress Genevieve go marry next year but surprisingly non of dat happun as e tok. E later come tell di presenter say pipo dey mistake am for 'John Legend' and a lot of oda celebs and dat na why John legend wife, Chrissy Teigen call am plus comment for one of e post. Davido and Uche Maduagwu gbas-gbos One of di celeb wey Uche Maduagwu like to drag well-well na Nigerian Singer, Davido.  Davido eyes see things for Maduagwu hand, from Chioma mata to not winner grammy to buying Rolls Royce and everi-everi wey concern di singer, na im di actor go chook mouth. One time between May/June 2012, Maduagwu do video say no be Davido buy di Rolls Royce wey e dey claim say e get. ""I dey tok am again if Davido come out tok say na im buy dat Rolls Royce, I go comot from Naija, I go comot from Nollywood.""  ""No be di same pesin wey come out tok say im buy private jet, we come find out say na im papa get am?"" Maduagwu tok for di video. For July Maduagwu also mock Davido say e dey busy dey shout ""My daddy"" while im colleague, Burnaboy dey scream ""My Grammy"". E tok dis one afta di singer do one video for US where e dey cruise im new rolls Royce and begin call on to e papa wey dey drive Bentley. Maduagwu add say ""Grammy no go reach Davido hand if e no marry Chioma."" Also for anoda post Maduagwu write say; ""Davido don sell im Grammy award birthright for a plate of audio marriage assurance to Chioma. ""Let dis be a big lesson to all men, don't promise a good woman marriage and if you go disappoint her."" E post. Uche Maduagwu still continue to drag Davido during wen di singer friend Obama DMW die plus for some oda occasion. Spiritual richest actor Uche Maduagu call Nollywood actor Zubby Michael Spiritual richest actor. Dis na afta Zubby tok for one interview wey go viral say e classify imsef as di richest actor for Nollywood for now based on di money e don make and how much e dey make from acting and some oda things But Uche no wate time to tok for one of im post say; ""Nothing pesin no go hear for #Naija, abeg make we give standing ovation to all di spiritual richest #actors wey no get mansion for #Lagos and #Abuja."" Maybe Obi Cubana own billions na only for #party  Uche Maduagwu don also drag Nigerian businessman Obinna Iyiegbu, popularly know as Obi Cubana during di burial of im mama. For one post wey e share for Instagram, Uche Maduagwu question Obi Cubana if e don ever spent half of di money wey dem spray during di burial for any of im mama birthdays wen she dey alive. ""Cubana oga claim to dey WEALTHY yet di road to where e do im mama burial remain untarred, so many primary #schools for Oba no get roof, not even boreholes for clean water maybe im own billions na only for #party not Oba development."" Uche post. I wan marry Tiwa Savage Di regular controversial Uche Maduagwu no drag Nigerian Singer, Tiwa Savage as e dey drag oda celebrities for social media. Dis time, e declare im intention to marry Tiwa Savage and dey ready to be step farther to her son if she gree to. ""Please nobody should beg me because me I don make up my mind 6 months ago on dis matter. E go be great honor to wash your PANT daily if you agree to marry me,"" Uche post.  ""Right now, I dey more than ready to be step father to your son after our wedding.""",ENTERTAINMENT,https://www.bbc.com/pidgin/tori-58326882
